ResponseId,n_subtypes,Subtype,Name,Attributes
R_3EDKXW5wRIxvaAw,13,Subtype06,Researcher/Scholar,"Capable,Independent,Intelligent,Organised,Tense"
R_3EDKXW5wRIxvaAw,13,Subtype07,Colleague,"Capable,Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Intelligent,Interested,Mature,Needed,Optimistic,Organised,Outgoing"
R_3EDKXW5wRIxvaAw,13,Subtype08,Explorer,"Capable,Confident,Hardworking,Independent,Intelligent,Mature,Optimistic,Organised,Outgoing,Successful"
R_3EDKXW5wRIxvaAw,13,Subtype09,Translator,"Capable,Comfortable,Communicative,Confident,Independent,Intelligent,Interested,Optimistic,Organised,Successful"
R_3EDKXW5wRIxvaAw,13,Subtype10,Strategist,"Capable,Communicative,Confident,Independent,Intelligent,Interested,Mature,Needed,Optimistic,Organised,Successful"
R_3EDKXW5wRIxvaAw,13,Subtype11,Coach,"Capable,Comfortable,Communicative,Confident,Friendly,Giving,Independent,Intelligent,Interested,Mature,Needed,Optimistic,Organised,Outgoing"
R_3EDKXW5wRIxvaAw,13,Subtype12,Speaker,"Capable,Comfortable,Communicative,Energetic,Friendly,Intelligent,Optimistic,Organised"
R_3EDKXW5wRIxvaAw,13,Subtype13,Author,"Independent,Inferior"
R_p0gYg6XTaXCupkB,3,Subtype01,me as a daughter,"Communicative,Energetic,Happy,Lazy,Needed,Optimistic"
R_p0gYg6XTaXCupkB,3,Subtype02,me as a student,"Capable,Confident,Friendly,Hardworking,Independent,Intelligent,Interested,Isolated,Mature,Organised,Successful"
R_p0gYg6XTaXCupkB,3,Subtype03,me as a friend,"Friendly,Giving,Independent,Interested,Mature,Optimistic"
R_3EFM9WLRfTyg6qx,5,Subtype01,Me at university,"Hardworking,Independent,Intelligent,Organised"
R_3EFM9WLRfTyg6qx,5,Subtype02,Me with friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Immature"
R_3EFM9WLRfTyg6qx,5,Subtype03,Me at work,"Hardworking,Indecisive,Inferior,Interested,Organised,Uncomfortable"
R_3EFM9WLRfTyg6qx,5,Subtype04,Me with family,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Needed"
R_3EFM9WLRfTyg6qx,5,Subtype05,Me alone,"Hopeless,Incompetent,Insecure,Irritable,Isolated,Like a failure,Organised,Tense,Unloved,Worthless"
R_21mnzI2Bkbfll37,3,Subtype01,me at work,"Capable,Communicative,Confident,Energetic,Friendly,Giving,Happy,Hardworking,Independent,Insecure,Intelligent,Interested,Mature,Needed,Optimistic,Successful"
R_21mnzI2Bkbfll37,3,Subtype02,me at home,"Capable,Comfortable,Confident,Disorganised,Independent,Insecure,Intelligent,Isolated,Organised"
R_21mnzI2Bkbfll37,3,Subtype03,me in relationship,"Capable,Energetic,Hardworking,Independent,Intelligent,Irritable,Isolated,Needed,Outgoing"
R_rfr1aDiX6LgCltD,14,Subtype01,me at home as daughter,"Comfortable,Independent,Insecure,Intelligent,Lazy,Lovable,Mature,Organised"
R_rfr1aDiX6LgCltD,14,Subtype02,me as sister,"Comfortable,Communicative,Friendly,Intelligent,Lazy,Mature,Organised"
R_rfr1aDiX6LgCltD,14,Subtype03,me as aunt,"Capable,Energetic,Happy,Optimistic,Organised,Outgoing"
R_rfr1aDiX6LgCltD,14,Subtype04,me as nephew,"Capable,Hardworking,Intelligent,Lovable,Organised,Successful"
R_rfr1aDiX6LgCltD,14,Subtype05,me as student,"Happy,Hardworking,Independent,Intelligent,Interested,Lovable,Mature,Successful"
R_rfr1aDiX6LgCltD,14,Subtype06,me as almost graduated,"Communicative,Confident,Friendly,Happy,Hardworking,Independent,Intelligent,Mature,Organised,Successful"
R_rfr1aDiX6LgCltD,14,Subtype07,me as friend,"Comfortable,Confident,Energetic,Friendly,Happy,Independent,Mature,Optimistic,Outgoing"
R_rfr1aDiX6LgCltD,14,Subtype08,me as polyglot,"Communicative,Hardworking,Intelligent,Interested,Mature,Organised,Successful"
R_rfr1aDiX6LgCltD,14,Subtype09,me as woman,"Capable,Independent,Insecure,Interested,Lazy,Mature,Organised"
R_rfr1aDiX6LgCltD,14,Subtype10,me as Italian,"Communicative,Energetic,Fun and Entertaining,Happy,Incompetent,Lovable,Self-centered"
R_rfr1aDiX6LgCltD,14,Subtype11,me with few interests,"Indecisive,Insecure,Interested,Isolated,Organised"
R_rfr1aDiX6LgCltD,14,Subtype12,me a bit lazy,"Incompetent,Insecure,Isolated,Lazy,Like a failure,Sad and Blue"
R_rfr1aDiX6LgCltD,14,Subtype13,me fit,"Capable,Energetic,Friendly,Happy,Hardworking,Organised"
R_rfr1aDiX6LgCltD,14,Subtype14,me overweight,"Disorganised,Indecisive,Inferior,Insecure,Irresponsible,Isolated,Lazy,Like a failure,Sad and Blue"
R_1FndhL7hJfqyueN,4,Subtype01,me with my boyfriend,"Comfortable,Confident,Energetic,Happy,Lovable,Optimistic"
R_1FndhL7hJfqyueN,4,Subtype02,me at the office,"Capable,Communicative,Friendly,Successful"
R_1FndhL7hJfqyueN,4,Subtype03,me with friends,"Comfortable,Communicative,Energetic,Friendly"
R_1FndhL7hJfqyueN,4,Subtype04,me with my family,"Comfortable,Communicative,Confident,Energetic,Giving,Lovable,Optimistic"
R_1BXdY3Q7wxBM82t,13,Subtype01,Me as a sibling,"Capable,Comfortable,Disagreeing,Disorganised,Friendly,Fun and Entertaining,Hardworking,Independent,Irritable,Lazy,Like a failure,Mature,Outgoing,Successful,Tense"
R_1BXdY3Q7wxBM82t,13,Subtype02,Me as a politics student,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Giving,Hardworking,Intelligent,Outgoing"
R_1BXdY3Q7wxBM82t,13,Subtype03,me as a masters student,"Capable,Confident,Energetic,Hardworking,Independent,Intelligent,Interested,Like a failure,Mature"
R_1BXdY3Q7wxBM82t,13,Subtype04,me as an italian,"Communicative,Disagreeing,Disorganised,Energetic,Friendly,Fun and Entertaining,Happy,Indecisive,Outgoing"
R_1BXdY3Q7wxBM82t,13,Subtype05,me as an immigrant,"Capable,Confident,Energetic,Friendly,Hardworking,Inferior,Insecure,Intelligent,Mature,Needed,Successful"
R_1BXdY3Q7wxBM82t,13,Subtype06,me as a queer person,"Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Immature,Lovable,Optimistic,Outgoing,Self-centered,Successful"
R_1BXdY3Q7wxBM82t,13,Subtype07,me as a boyfriend,"Capable,Comfortable,Communicative,Confident,Disagreeing,Disorganised,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Intelligent,Interested,Irritable,Lovable,Mature,Needed,Outgoing,Sad and Blue,Self-centered,Successful"
R_1BXdY3Q7wxBM82t,13,Subtype08,me as a close friend,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Independent,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Organised,Outgoing,Successful"
R_1BXdY3Q7wxBM82t,13,Subtype09,me as a sociable person,"Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Intelligent,Interested,Lovable,Outgoing,Self-centered,Uncomfortable"
R_1BXdY3Q7wxBM82t,13,Subtype10,me as an antisocial person,"Disagreeing,Disorganised,Hopeless,Immature,Incompetent,Indecisive,Inferior,Insecure,Irritable,Isolated,Lazy,Like a failure,Sad and Blue,Self-centered,Uncomfortable,Unloved,Worthless"
R_1BXdY3Q7wxBM82t,13,Subtype11,me as a person that has a learning disablity,"Capable,Comfortable,Disorganised,Hardworking,Optimistic,Sad and Blue,Self-centered,Tense"
R_1BXdY3Q7wxBM82t,13,Subtype12,me as tech enthusiast,"Capable,Comfortable,Energetic,Fun and Entertaining,Interested,Optimistic"
R_1BXdY3Q7wxBM82t,13,Subtype13,me as a plant lover,"Energetic,Friendly,Isolated,Self-centered"
R_8HBIBcNr7eaJlCN,11,Subtype01,me as a student,"Capable,Communicative,Confident,Friendly,Fun and Entertaining,Hardworking,Indecisive,Independent,Intelligent,Interested,Mature,Optimistic,Organised,Outgoing,Successful"
R_8HBIBcNr7eaJlCN,11,Subtype02,me as a women,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Independent,Intelligent,Interested,Lovable,Mature,Optimistic,Outgoing"
R_8HBIBcNr7eaJlCN,11,Subtype03,me as a daughter to my mum,"Communicative,Disorganised,Immature,Indecisive,Needed,Sad and Blue,Self-centered,Tense,Uncomfortable,Weary"
R_8HBIBcNr7eaJlCN,11,Subtype04,me as a daughter to my dad,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Independent,Intelligent,Interested,Lovable,Mature,Optimistic,Organised,Outgoing,Successful"
R_8HBIBcNr7eaJlCN,11,Subtype05,me as a girlfriend,"Disagreeing,Friendly,Giving,Indecisive,Independent,Intelligent,Irritable,Isolated,Lazy,Lovable,Needed,Organised,Sad and Blue,Self-centered,Successful,Tense"
R_8HBIBcNr7eaJlCN,11,Subtype06,me as a friend in my inner circle,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Immature,Independent,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Organised,Outgoing,Sad and Blue,Successful"
R_8HBIBcNr7eaJlCN,11,Subtype07,me alone,"Capable,Confident,Friendly,Hardworking,Incompetent,Indecisive,Independent,Insecure,Intelligent,Mature,Organised,Sad and Blue,Weary"
R_8HBIBcNr7eaJlCN,11,Subtype08,me in my hometown,"Capable,Communicative,Confident,Disagreeing,Friendly,Hardworking,Independent,Intelligent,Interested,Irritable,Isolated,Organised,Self-centered,Successful"
R_8HBIBcNr7eaJlCN,11,Subtype09,me in my university town,"Communicative,Confident,Energetic,Friendly,Giving,Insecure,Intelligent,Isolated,Mature,Optimistic,Organised,Outgoing,Sad and Blue,Successful,Tense"
R_8HBIBcNr7eaJlCN,11,Subtype10,me in my expanded family,"Capable,Communicative,Confident,Friendly,Fun and Entertaining,Hardworking,Intelligent,Interested,Mature,Needed,Organised,Self-centered"
R_8HBIBcNr7eaJlCN,11,Subtype11,me in a flirting situation,"Capable,Comfortable,Communicative,Confident,Fun and Entertaining,Independent,Intelligent,Interested,Mature,Optimistic,Outgoing,Tense"
R_3RrYOZtYsKdJclb,13,Subtype01,me as a member of the black community,"Comfortable,Communicative,Confident,Disagreeing,Friendly,Intelligent,Interested,Outgoing,Uncomfortable"
R_3RrYOZtYsKdJclb,13,Subtype02,me as a member of the queer community,"Comfortable,Communicative,Confident,Disagreeing,Friendly,Interested,Lovable,Outgoing"
R_3RrYOZtYsKdJclb,13,Subtype03,me at work,"Capable,Indecisive,Independent,Insecure,Interested,Organised"
R_3RrYOZtYsKdJclb,13,Subtype04,me with my close friends,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Interested,Lovable,Optimistic,Outgoing"
R_3RrYOZtYsKdJclb,13,Subtype05,me with extended groups of friends,"Comfortable,Communicative,Energetic,Friendly,Fun and Entertaining,Outgoing"
R_3RrYOZtYsKdJclb,13,Subtype06,me with people I don't know very well,"Capable,Communicative,Friendly,Giving,Interested,Outgoing"
R_3RrYOZtYsKdJclb,13,Subtype07,me at the gym,"Capable,Comfortable,Confident,Energetic,Optimistic"
R_3RrYOZtYsKdJclb,13,Subtype08,me meditating,"Capable,Isolated,Self-centered"
R_3RrYOZtYsKdJclb,13,Subtype09,me in the country I live in,"Capable,Comfortable,Communicative,Independent,Interested,Outgoing,Self-centered"
R_3RrYOZtYsKdJclb,13,Subtype10,me in the country I was born in,"Energetic,Friendly,Insecure,Uncomfortable"
R_3RrYOZtYsKdJclb,13,Subtype11,me in the country half of my family is from,"Comfortable,Communicative,Confident,Energetic,Independent,Interested,Lovable,Outgoing"
R_3RrYOZtYsKdJclb,13,Subtype12,me playing music,"Capable,Energetic,Indecisive,Independent,Organised"
R_3RrYOZtYsKdJclb,13,Subtype13,me as a sibiling,"Capable,Friendly,Lovable,Mature,Needed,Outgoing"
R_3kG79gTNXHYU8q0,9,Subtype01,Me at university,"Capable,Communicative,Confident,Friendly,Happy,Hardworking,Independent,Intelligent,Interested,Optimistic,Organised,Successful"
R_3kG79gTNXHYU8q0,9,Subtype02,Me by myself,"Comfortable,Happy,Hardworking,Indecisive,Independent,Intelligent,Organised,Tense"
R_3kG79gTNXHYU8q0,9,Subtype03,Me at home,"Comfortable,Friendly,Giving,Intelligent,Irritable,Lovable,Needed,Organised,Tense"
R_3kG79gTNXHYU8q0,9,Subtype04,Me with my older sister,"Capable,Communicative,Friendly,Giving,Happy,Intelligent,Interested,Lovable,Mature,Needed,Organised"
R_3kG79gTNXHYU8q0,9,Subtype05,Me with my brother,"Hardworking,Independent,Intelligent,Irritable,Organised,Successful,Tense,Uncomfortable,Weary"
R_3kG79gTNXHYU8q0,9,Subtype06,Me with my grandparents,"Friendly,Happy,Indecisive,Intelligent,Lovable,Mature,Uncomfortable"
R_3kG79gTNXHYU8q0,9,Subtype07,Me in self defence class,"Capable,Comfortable,Confident,Energetic,Friendly,Happy,Hardworking,Independent,Intelligent,Optimistic,Outgoing,Successful"
R_3kG79gTNXHYU8q0,9,Subtype08,Me at work,"Capable,Hardworking,Hopeless,Irritable,Isolated,Sad and Blue,Tense,Uncomfortable,Weary"
R_3kG79gTNXHYU8q0,9,Subtype09,Me interacting with strangers,"Communicative,Friendly,Intelligent,Mature,Tense,Uncomfortable"
R_1dKRiD61cf6oLXD,8,Subtype01,Kind and Strict at work,"Capable,Communicative,Energetic,Friendly,Immature,Independent,Intelligent,Optimistic,Organised"
R_1dKRiD61cf6oLXD,8,Subtype02,Not confident at university,"Incompetent,Insecure,Like a failure,Uncomfortable"
R_1dKRiD61cf6oLXD,8,Subtype03,Confident and easygoing with friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Independent,Outgoing"
R_1dKRiD61cf6oLXD,8,Subtype04,Honest and generous with girlfriends,"Communicative,Energetic,Friendly,Happy,Immature,Optimistic"
R_1dKRiD61cf6oLXD,8,Subtype05,Charming and mean with boyfriends,"Capable,Communicative,Confident,Disagreeing,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Interested,Mature,Successful"
R_1dKRiD61cf6oLXD,8,Subtype06,Not kind with my boyfriend,"Disagreeing,Immature,Lazy,Self-centered,Successful,Tense"
R_1dKRiD61cf6oLXD,8,Subtype07,Patient and kind with my brother,"Comfortable,Energetic,Friendly,Giving,Mature,Optimistic,Organised"
R_1dKRiD61cf6oLXD,8,Subtype08,Negative and critical alone,"Disorganised,Hopeless,Immature,Insecure,Lazy,Needed,Self-centered,Worthless"
R_2VL4YuwbqLacIEV,2,Subtype01,Private,"Capable,Comfortable,Disorganised,Friendly,Fun and Entertaining,Immature,Indecisive,Independent,Intelligent,Optimistic,Outgoing"
R_2VL4YuwbqLacIEV,2,Subtype02,Professional,"Capable,Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Hardworking,Independent,Intelligent,Needed,Optimistic,Organised,Outgoing,Successful"
R_31uc0tS0Od78236,6,Subtype01,me with my friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Lovable,Optimistic,Outgoing"
R_31uc0tS0Od78236,6,Subtype02,me at university,"Capable,Communicative,Confident,Friendly,Hardworking,Independent,Intelligent,Mature,Optimistic,Organised,Self-centered,Successful"
R_31uc0tS0Od78236,6,Subtype03,me at work,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Happy,Hardworking,Independent,Intelligent,Interested,Mature,Optimistic,Organised,Outgoing,Successful"
R_31uc0tS0Od78236,6,Subtype04,me with my boyfriend,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Intelligent,Interested,Lazy,Lovable,Mature,Optimistic,Outgoing,Successful"
R_31uc0tS0Od78236,6,Subtype05,me with acquaintances,"Communicative,Friendly,Independent,Mature"
R_31uc0tS0Od78236,6,Subtype06,me with strangers,"Friendly,Independent,Irritable,Mature,Uncomfortable"
R_2wTWQxoVLJwhbl2,4,Subtype01,me at work,"Capable,Comfortable,Confident,Disagreeing,Energetic,Friendly,Happy,Hardworking,Independent,Insecure,Intelligent,Interested,Irritable,Lovable,Mature,Needed,Optimistic,Organised,Self-centered,Successful"
R_2wTWQxoVLJwhbl2,4,Subtype02,me with friends,"Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Lovable,Mature,Optimistic,Organised,Sad and Blue,Self-centered"
R_2wTWQxoVLJwhbl2,4,Subtype03,me with family,"Capable,Comfortable,Confident,Energetic,Friendly,Happy,Hardworking,Independent,Intelligent,Interested,Isolated,Lovable,Mature,Needed,Optimistic,Organised,Self-centered"
R_2wTWQxoVLJwhbl2,4,Subtype04,me as a business owner,"Capable,Communicative,Confident,Disagreeing,Energetic,Friendly,Happy,Hardworking,Indecisive,Independent,Insecure,Intelligent,Interested,Irritable,Isolated,Lovable,Mature,Needed,Optimistic,Organised,Outgoing,Sad and Blue,Self-centered,Uncomfortable,Unloved,Weary"
R_3eailgOkXaYnoT9,7,Subtype01,me with my family,"Friendly,Insecure,Intelligent,Tense,Uncomfortable"
R_3eailgOkXaYnoT9,7,Subtype02,me in public,"Insecure,Isolated,Tense,Uncomfortable"
R_3eailgOkXaYnoT9,7,Subtype03,me with my friends,"Comfortable,Communicative,Friendly,Happy,Optimistic"
R_3eailgOkXaYnoT9,7,Subtype04,me at university,"Confident,Independent,Intelligent,Interested,Organised,Successful"
R_3eailgOkXaYnoT9,7,Subtype05,me at school,"Capable,Friendly,Intelligent,Interested,Organised,Tense"
R_3eailgOkXaYnoT9,7,Subtype06,me as male-presenting,"Indecisive,Insecure,Weary"
R_3eailgOkXaYnoT9,7,Subtype07,me as a trans woman,"Happy,Indecisive,Insecure,Optimistic,Tense,Uncomfortable,Weary"
R_1FtQCbG20MqFKUM,5,Subtype01,me at univerisity,"Communicative,Disorganised,Hardworking,Independent,Isolated"
R_1FtQCbG20MqFKUM,5,Subtype02,me with boyfriend,"Confident,Happy,Lovable,Outgoing"
R_1FtQCbG20MqFKUM,5,Subtype03,me with friends,"Communicative,Friendly,Fun and Entertaining,Successful"
R_1FtQCbG20MqFKUM,5,Subtype04,me with family,"Capable,Comfortable,Communicative,Confident,Giving,Happy,Hardworking,Intelligent,Interested,Lovable"
R_1FtQCbG20MqFKUM,5,Subtype05,me doing sport,"Capable,Hardworking,Independent,Optimistic,Outgoing"
R_1jwiuAimAIEWwvy,11,Subtype01,me playing games,"Capable,Communicative,Confident,Fun and Entertaining,Giving,Optimistic,Successful"
R_1jwiuAimAIEWwvy,11,Subtype02,me listening to music,"Comfortable,Fun and Entertaining,Happy,Lazy,Lovable,Optimistic,Sad and Blue"
R_1jwiuAimAIEWwvy,11,Subtype03,me and friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Interested,Lovable,Mature,Optimistic"
R_1jwiuAimAIEWwvy,11,Subtype04,me watching netflix,"Comfortable,Energetic,Lazy,Lovable,Needed,Optimistic"
R_1jwiuAimAIEWwvy,11,Subtype05,me as a boyfriend,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Lovable,Mature,Optimistic,Organised,Outgoing"
R_1jwiuAimAIEWwvy,11,Subtype06,me as a student,"Capable,Lazy,Mature,Optimistic,Organised,Tense"
R_1jwiuAimAIEWwvy,11,Subtype07,me build my own keyboard,"Capable,Fun and Entertaining,Happy,Hardworking,Interested,Mature,Optimistic,Organised,Successful"
R_1jwiuAimAIEWwvy,11,Subtype08,me enjoy life,"Comfortable,Communicative,Energetic,Friendly,Fun and Entertaining,Happy,Independent,Interested,Lovable,Optimistic"
R_1jwiuAimAIEWwvy,11,Subtype09,me chatting with friends,"Communicative,Friendly,Fun and Entertaining,Happy,Optimistic"
R_1jwiuAimAIEWwvy,11,Subtype10,me attending online classes,"Capable,Comfortable,Energetic,Happy,Lazy,Mature,Optimistic,Organised"
R_1jwiuAimAIEWwvy,11,Subtype11,me sleeping at night,"Capable,Comfortable,Confident,Happy,Interested,Lazy,Successful"
R_OJc5Xs3k9gMyMiB,16,Subtype01,me as a son,"Capable,Comfortable,Energetic,Friendly,Fun and Entertaining,Happy,Independent,Intelligent,Interested,Lovable,Optimistic,Outgoing,Self-centered,Successful"
R_OJc5Xs3k9gMyMiB,16,Subtype02,me as a brother,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Interested,Lovable,Needed,Optimistic,Organised,Outgoing,Self-centered,Successful"
R_OJc5Xs3k9gMyMiB,16,Subtype03,me as a family member,"Capable,Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Intelligent,Interested,Lovable,Optimistic,Organised,Outgoing,Successful"
R_OJc5Xs3k9gMyMiB,16,Subtype04,me as a good friend,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Interested,Lovable,Needed,Optimistic,Organised,Outgoing,Self-centered,Successful"
R_OJc5Xs3k9gMyMiB,16,Subtype05,me at sports,NA
R_OJc5Xs3k9gMyMiB,16,Subtype06,me at party,NA
R_OJc5Xs3k9gMyMiB,16,Subtype07,me as a guest,NA
R_OJc5Xs3k9gMyMiB,16,Subtype08,me as a worker,NA
R_OJc5Xs3k9gMyMiB,16,Subtype09,me as a pilot,NA
R_OJc5Xs3k9gMyMiB,16,Subtype10,me at enjoying life,NA
R_OJc5Xs3k9gMyMiB,16,Subtype11,me at university,NA
R_OJc5Xs3k9gMyMiB,16,Subtype12,me as a lover,NA
R_OJc5Xs3k9gMyMiB,16,Subtype13,me as a eater,NA
R_OJc5Xs3k9gMyMiB,16,Subtype14,me at leraning,NA
R_OJc5Xs3k9gMyMiB,16,Subtype15,me at competing,NA
R_2TNPczRnZrT08J2,8,Subtype01,me with my partner,"Comfortable,Communicative,Friendly,Giving,Happy,Interested,Lazy,Lovable,Outgoing"
R_2TNPczRnZrT08J2,8,Subtype02,me at work,"Capable,Confident,Friendly,Intelligent,Needed,Organised"
R_2TNPczRnZrT08J2,8,Subtype03,me at university,"Confident,Energetic,Friendly,Optimistic,Tense"
R_2TNPczRnZrT08J2,8,Subtype04,me with my family,"Capable,Comfortable,Communicative,Friendly,Happy,Intelligent,Organised"
R_2TNPczRnZrT08J2,8,Subtype05,me with my partners family,"Capable,Friendly,Giving,Happy,Insecure,Interested,Optimistic,Organised"
R_2TNPczRnZrT08J2,8,Subtype06,me with my boss,"Capable,Communicative,Friendly,Intelligent,Optimistic,Organised"
R_2TNPczRnZrT08J2,8,Subtype07,me with my partners friends,"Communicative,Friendly,Fun and Entertaining,Intelligent,Outgoing"
R_2TNPczRnZrT08J2,8,Subtype08,me with my friends,"Comfortable,Communicative,Friendly,Fun and Entertaining,Intelligent,Organised,Outgoing"
R_2DMjxQbSI9oCUhC,10,Subtype01,me with my friends out,"Comfortable,Communicative,Happy,Irresponsible,Outgoing,Tense"
R_2DMjxQbSI9oCUhC,10,Subtype02,me with my mum,"Comfortable,Confident,Fun and Entertaining,Giving,Hardworking,Mature,Optimistic,Successful"
R_2DMjxQbSI9oCUhC,10,Subtype03,me with my grandma,"Comfortable,Confident,Friendly,Giving,Intelligent,Interested,Mature,Needed,Optimistic,Successful"
R_2DMjxQbSI9oCUhC,10,Subtype04,me with my girlfriend,"Comfortable,Communicative,Fun and Entertaining,Giving,Happy,Insecure,Lovable,Mature,Optimistic"
R_2DMjxQbSI9oCUhC,10,Subtype05,me at university,"Capable,Communicative,Confident,Friendly,Fun and Entertaining,Hardworking,Intelligent,Interested,Organised"
R_2DMjxQbSI9oCUhC,10,Subtype06,me with new people,"Communicative,Friendly,Giving,Interested,Mature,Outgoing"
R_2DMjxQbSI9oCUhC,10,Subtype07,me when I'm stressed,"Disorganised,Independent,Inferior,Insecure,Irresponsible,Sad and Blue,Uncomfortable,Worthless"
R_2DMjxQbSI9oCUhC,10,Subtype08,me when I'm happy,"Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Immature,Independent,Interested,Optimistic,Organised,Outgoing,Tense"
R_2DMjxQbSI9oCUhC,10,Subtype09,me when I'm depressed,"Disorganised,Inferior,Insecure,Irresponsible,Irritable,Isolated,Lazy,Uncomfortable,Unloved"
R_2DMjxQbSI9oCUhC,10,Subtype10,me when I'm with my father,"Confident,Friendly,Giving,Interested,Lovable,Mature,Optimistic"
R_2pMomCxqmek5lFW,1,Subtype01,me at university,"Communicative,Confident,Hardworking,Intelligent,Lovable,Organised"
R_pxSEvCSXrpjRPVL,13,Subtype01,me in the train alone,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Giving,Happy,Hardworking,Immature,Incompetent,Independent,Inferior,Insecure,Intelligent,Isolated,Lazy,Mature,Outgoing,Self-centered,Successful,Uncomfortable"
R_pxSEvCSXrpjRPVL,13,Subtype02,me in the train with friends,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Lovable,Mature,Outgoing"
R_pxSEvCSXrpjRPVL,13,Subtype03,me in a conversation with a teacher,"Capable,Communicative,Hardworking,Independent,Insecure,Interested,Mature"
R_pxSEvCSXrpjRPVL,13,Subtype04,me with my parents,"Capable,Comfortable,Disagreeing,Insecure,Tense"
R_pxSEvCSXrpjRPVL,13,Subtype05,me with my grandfather,"Communicative,Friendly,Giving,Inferior,Insecure,Isolated,Mature,Uncomfortable,Unloved"
R_pxSEvCSXrpjRPVL,13,Subtype06,me with old friends from my school years,"Communicative,Confident,Friendly,Hardworking,Intelligent,Interested,Mature,Optimistic,Outgoing,Successful"
R_pxSEvCSXrpjRPVL,13,Subtype07,me with newer friends,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Optimistic,Outgoing,Successful"
R_pxSEvCSXrpjRPVL,13,Subtype08,me with my ex boyfriend,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Optimistic,Organised,Outgoing,Successful"
R_pxSEvCSXrpjRPVL,13,Subtype09,me at university alone,"Indecisive,Inferior,Insecure,Isolated,Tense,Unloved"
R_pxSEvCSXrpjRPVL,13,Subtype10,"me running inside, treadmill","Capable,Comfortable,Energetic,Hardworking,Mature,Optimistic"
R_pxSEvCSXrpjRPVL,13,Subtype11,me running outside in front of others,"Incompetent,Inferior,Insecure,Isolated,Tense"
R_pxSEvCSXrpjRPVL,13,Subtype12,me with young kids,"Capable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Intelligent,Mature,Needed,Optimistic,Organised,Successful"
R_pxSEvCSXrpjRPVL,13,Subtype13,"me with older people, older than me","Friendly,Hardworking,Immature,Indecisive,Inferior,Insecure,Interested,Tense,Uncomfortable"
R_2AWnR5JmKHZcQ6l,7,Subtype01,me as a researcher,"Capable,Confident,Energetic,Friendly,Happy,Hardworking,Independent,Intelligent,Interested,Mature,Organised,Successful"
R_2AWnR5JmKHZcQ6l,7,Subtype02,me as a university teacher,"Capable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Interested,Optimistic,Organised,Outgoing,Self-centered"
R_2AWnR5JmKHZcQ6l,7,Subtype03,me as a friend,"Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Happy,Unloved"
R_2AWnR5JmKHZcQ6l,7,Subtype04,me as a traveller,"Communicative,Energetic,Friendly,Happy,Independent,Intelligent,Interested,Organised"
